Kilometers_Driven,Mileage,Engine,Power,Seats,No. of Doors,Price,Age,Fuel_Type_Diesel,Fuel_Type_Petrol,Fuel_Type_CNG,Fuel_Type_LPG,Transmission_Manual,Transmission_Automatic,Owner_Type_First,Owner_Type_Second,Owner_Type_Third,Owner_Type_Fourth & Above,Colour_Others,Colour_Black/Silver,Colour_White
14064,18.6,1197,81.83,5,4,6.59,8.0,0,1,0,0,1,0,1,0,0,0,1,0,0
60000,19.64,1461,108.45,5,4,7.5,12.0,1,0,0,0,1,0,1,0,0,0,0,0,1
26000,25.4,1186,73.97,5,4,5.0,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
30000,19.4,1198,86.8,5,4,3.2,11.0,0,1,0,0,1,0,0,1,0,0,0,0,1
64831,18.6,1199,79.4,5,4,3.21,14.0,0,1,0,0,1,0,1,0,0,0,0,1,0
5240,21.9,624,37.48,4,4,3.6,9.0,0,1,0,0,0,1,1,0,0,0,0,1,0
36428,20.51,998,67.04,5,4,3.1,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
41000,20.54,1598,103.6,5,4,4.0,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
10601,11.36,2755,171.5,7,4,19.65,6.0,1,0,0,0,0,1,1,0,0,0,0,0,1
75000,22.9,1248,74.0,5,4,4.35,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
55000,14.8,1799,130.2,5,4,5.0,14.0,0,1,0,0,1,0,1,0,0,0,0,1,0
63591,20.45,1461,83.8,5,4,5.35,10.0,1,0,0,0,1,0,1,0,0,0,0,0,1
90000,11.0,2993,235.0,5,4,17.75,16.0,1,0,0,0,0,1,1,0,0,0,0,1,0
32000,22.32,1582,126.3,5,4,4.3,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
78401,23.2,1248,73.94,5,4,3.9,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
39000,20.0,1399,68.0,5,4,2.5,15.0,1,0,0,0,1,0,1,0,0,0,0,0,1
37000,16.47,1198,73.9,5,4,5.1,12.0,0,1,0,0,1,0,1,0,0,0,1,0,0
103000,28.4,1248,74.0,5,4,5.25,11.0,1,0,0,0,1,0,0,1,0,0,0,0,1
57676,19.1,1197,85.8,5,4,6.69,11.0,0,1,0,0,1,0,1,0,0,0,0,0,1
20000,24.3,1248,88.5,5,4,9.0,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
51495,17.68,1968,174.33,5,4,21.95,11.0,1,0,0,0,0,1,1,0,0,0,0,0,1
68163,19.6,1461,108.45,5,4,8.9,9.0,1,0,0,0,0,1,1,0,0,0,1,0,0
72566,25.83,1498,99.0,5,4,5.29,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
27853,17.21,1197,103.5,5,4,8.25,8.0,0,1,0,0,0,1,1,0,0,0,1,0,0
60000,20.0,1399,68.0,5,4,2.1,13.0,1,0,0,0,1,0,1,0,0,0,0,1,0
12278,23.1,998,67.04,5,4,5.63,7.0,0,1,0,0,0,1,1,0,0,0,1,0,0
64514,16.8,1493,110.0,5,4,2.9,16.0,1,0,0,0,1,0,1,0,0,0,1,0,0
45000,17.0,1497,118.0,5,4,4.55,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
38578,23.4,1248,74.0,5,4,3.96,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
30552,10.91,3198,197.2,7,5,32.44,7.0,1,0,0,0,0,1,1,0,0,0,0,0,1
55000,15.1,2179,140.0,7,5,8.5,12.0,1,0,0,0,1,0,1,0,0,0,1,0,0
41000,19.4,1198,86.8,5,4,3.1,12.0,0,1,0,0,1,0,1,0,0,0,0,0,1
80000,18.7,1896,66.0,5,4,2.2,17.0,1,0,0,0,1,0,1,0,0,0,0,1,0
50000,14.16,1968,174.3,5,4,35.0,11.0,1,0,0,0,0,1,1,0,0,0,1,0,0
15590,19.81,1086,68.05,5,4,2.25,14.0,0,1,0,0,1,0,1,0,0,0,0,1,0
55980,20.36,1197,78.9,5,4,2.25,15.0,0,1,0,0,1,0,1,0,0,0,0,0,1
60000,22.07,1199,73.9,5,4,4.0,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
21488,14.3,1598,103.52,5,4,9.72,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1
45000,25.2,1248,74.0,5,4,3.55,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0
88000,20.77,1248,88.8,7,5,5.85,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
79000,12.55,2982,168.5,7,5,18.25,11.0,1,0,0,0,0,1,1,0,0,0,0,1,0
62000,15.1,2179,140.0,7,5,7.25,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
54890,17.8,1199,76.8,5,4,2.45,11.0,0,1,0,0,1,0,0,1,0,0,0,0,1
54000,16.0,2179,140.0,7,5,13.25,9.0,1,0,0,0,0,1,1,0,0,0,1,0,0
69330,16.07,1995,181.0,5,4,23.5,11.0,1,0,0,0,0,1,1,0,0,0,1,0,0
29311,17.9,2143,170.0,5,4,50.97,6.0,1,0,0,0,0,1,1,0,0,0,0,0,1
85388,21.1,1248,73.9,5,4,3.9,12.0,1,0,0,0,1,0,1,0,0,0,0,1,0
51346,16.38,1995,183.0,5,4,21.99,7.0,1,0,0,0,0,1,1,0,0,0,0,0,1
71000,19.08,1582,126.32,5,4,5.45,11.0,1,0,0,0,0,1,0,1,0,0,0,0,1
40000,17.11,1968,174.33,5,4,22.0,11.0,1,0,0,0,0,1,1,0,0,0,1,0,0
179000,12.8,2953,156.0,7,5,4.24,17.0,1,0,0,0,0,1,0,1,0,0,0,0,1
53073,20.77,1248,88.76,7,5,5.95,12.0,1,0,0,0,1,0,1,0,0,0,0,1,0
56000,23.1,998,67.04,5,4,2.79,11.0,0,1,0,0,1,0,1,0,0,0,1,0,0
81000,25.8,1498,98.6,5,4,4.1,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
71156,26.59,1248,74.0,5,4,6.5,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
102000,17.3,993,60.0,5,4,0.7,20.0,0,1,0,0,1,0,1,0,0,0,1,0,0
79012,13.4,1794,125.0,5,4,2.64,20.0,0,1,0,0,1,0,1,0,0,0,1,0,0
31826,22.7,1498,89.84,5,4,8.24,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
16000,25.17,799,53.3,5,4,2.99,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
66314,19.87,1461,83.8,5,4,5.5,12.0,1,0,0,0,1,0,1,0,0,0,0,0,1
21002,22.5,998,67.04,5,4,2.75,15.0,0,1,0,0,1,0,1,0,0,0,0,0,1
85000,19.0,998,66.1,5,4,1.8,16.0,0,1,0,0,1,0,0,0,1,0,0,0,1
75700,24.0,1120,70.0,5,4,5.7,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
22100,19.4,1198,86.8,5,4,3.55,11.0,0,1,0,0,1,0,1,0,0,0,0,1,0
18000,16.95,1498,97.7,5,4,7.5,9.0,0,1,0,0,1,0,1,0,0,0,0,1,0
34696,18.0,1497,117.3,5,4,12.08,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1
51100,20.54,1598,103.6,5,4,3.4,14.0,1,0,0,0,1,0,1,0,0,0,0,1,0
51000,21.9,1396,90.0,5,4,3.9,13.0,1,0,0,0,1,0,1,0,0,0,0,1,0
160000,19.0,1248,93.0,5,4,2.5,15.0,1,0,0,0,1,0,0,1,0,0,0,0,1
53213,19.81,1086,68.05,5,4,2.74,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
14298,13.33,2995,340.0,5,4,2.02,6.0,0,1,0,0,0,1,1,0,0,0,1,0,0
18453,18.9,1197,81.86,5,4,6.17,6.0,0,1,0,0,1,0,1,0,0,0,0,1,0
65218,26.21,1248,88.5,5,4,7.4,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0
63220,13.24,1598,102.5,5,4,6.5,12.0,0,1,0,0,1,0,1,0,0,0,1,0,0
56000,28.09,1248,88.5,5,4,7.5,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
65000,20.0,1399,68.0,5,4,3.9,12.0,1,0,0,0,1,0,1,0,0,0,0,0,1
20487,22.7,799,53.64,5,4,2.66,9.0,0,1,0,0,1,0,1,0,0,0,0,1,0
24000,13.7,1997,153.86,5,4,11.51,11.0,0,1,0,0,1,0,1,0,0,0,1,0,0
54801,17.0,1497,118.0,5,4,2.5,15.0,0,1,0,0,1,0,1,0,0,0,1,0,0
40000,22.32,1582,126.32,5,4,5.25,11.0,1,0,0,0,0,1,1,0,0,0,1,0,0
45407,21.1,814,55.2,5,4,3.39,11.0,0,1,0,0,1,0,0,1,0,0,1,0,0
47000,12.8,2494,102.0,7,4,12.8,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
76414,25.8,1498,98.6,5,4,4.95,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
54680,21.1,814,55.2,5,4,2.5,10.0,0,1,0,0,1,0,1,0,0,0,1,0,0
55000,17.5,1298,85.8,5,4,4.25,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
54000,20.34,1498,103.2,5,4,4.9,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
115000,18.6,1199,79.4,5,4,1.75,15.0,0,1,0,0,1,0,1,0,0,0,1,0,0
15399,18.7,1199,88.7,5,4,6.4,9.0,0,1,0,0,1,0,1,0,0,0,1,0,0
112500,11.5,2993,235.0,5,4,7.99,17.0,1,0,0,0,0,1,1,0,0,0,0,1,0
19654,14.0,2179,155.0,7,5,17.63,6.0,1,0,0,0,0,1,1,0,0,0,0,0,1
96813,12.05,2179,120.0,8,5,5.5,15.0,1,0,0,0,1,0,0,1,0,0,0,0,1
70816,16.95,1197,78.9,5,4,3.1,14.0,0,1,0,0,0,1,1,0,0,0,0,1,0
68000,23.0,1396,90.0,5,4,3.95,16.0,1,0,0,0,1,0,0,1,0,0,0,1,0
28000,25.17,799,53.3,5,4,2.65,10.0,0,1,0,0,1,0,1,0,0,0,0,0,1
107000,21.03,1461,65.0,5,4,3.7,12.0,1,0,0,0,1,0,1,0,0,0,1,0,0
49000,19.81,1086,68.05,5,4,3.2,12.0,0,1,0,0,1,0,1,0,0,0,1,0,0
40175,22.54,1396,88.73,5,4,6.36,7.0,1,0,0,0,1,0,0,1,0,0,0,0,1
14000,18.6,1197,81.83,5,4,5.95,8.0,0,1,0,0,1,0,1,0,0,0,1,0,0
36000,16.55,1968,147.51,5,4,14.0,12.0,1,0,0,0,0,1,0,1,0,0,1,0,0
32257,24.4,1120,71.0,5,4,6.83,8.0,1,0,0,0,1,0,1,0,0,0,1,0,0
30000,22.74,796,47.3,5,4,2.5,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
53442,16.8,1497,116.3,5,4,7.0,10.0,0,1,0,0,1,0,1,0,0,0,1,0,0
32000,15.6,1497,116.3,5,4,8.5,10.0,0,1,0,0,0,1,1,0,0,0,0,0,1
68008,15.0,1896,105.0,5,4,6.75,12.0,1,0,0,0,1,0,0,1,0,0,1,0,0
55730,16.55,1968,147.51,5,4,15.21,11.0,1,0,0,0,0,1,1,0,0,0,1,0,0
66000,16.51,1586,103.2,5,4,2.46,15.0,0,1,0,0,1,0,0,1,0,0,0,0,1
54000,11.0,2987,198.5,5,4,10.0,20.0,1,0,0,0,0,1,1,0,0,0,0,0,1
250000,12.99,2494,100.6,8,5,10.9,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
45725,25.2,1248,74.0,5,4,5.34,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
32851,19.83,1198,67.0,7,5,3.95,8.0,0,1,0,0,1,0,1,0,0,0,0,0,1
42000,22.0,1197,81.8,5,4,5.5,8.0,0,1,0,0,0,1,1,0,0,0,0,1,0
20000,21.1,814,55.2,5,4,2.66,10.0,0,1,0,0,1,0,1,0,0,0,0,0,1
240000,12.8,2494,102.0,8,5,5.1,20.0,1,0,0,0,1,0,0,0,0,1,1,0,0
91200,12.99,2494,100.0,8,5,8.25,12.0,1,0,0,0,1,0,1,0,0,0,0,1,0
7500,23.1,998,67.04,5,4,5.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1
90000,20.0,1399,68.0,5,4,2.6,15.0,1,0,0,0,1,0,1,0,0,0,1,0,0
16471,14.28,1798,138.03,5,4,11.5,9.0,0,1,0,0,1,0,0,1,0,0,0,1,0
32773,13.2,1495,94.0,5,4,2.05,15.0,0,1,0,0,1,0,1,0,0,0,1,0,0
70000,19.0,998,66.1,5,4,2.0,15.0,0,1,0,0,1,0,1,0,0,0,0,1,0
35000,17.9,2143,136.0,5,4,23.5,8.0,1,0,0,0,0,1,1,0,0,0,0,1,0
49224,25.2,1248,74.0,5,4,6.0,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0
28000,15.73,1968,174.33,5,4,23.75,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
145000,18.9,998,67.1,5,4,1.15,19.0,0,1,0,0,1,0,1,0,0,0,0,1,0
36458,15.29,1591,121.3,5,4,12.34,8.0,0,1,0,0,1,0,1,0,0,0,1,0,0
125000,22.95,1248,74.0,5,4,4.6,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
45000,22.07,1199,73.9,5,4,3.6,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
56066,19.64,1461,108.5,5,4,6.92,10.0,1,0,0,0,1,0,1,0,0,0,0,0,1
130000,13.1,2499,141.0,7,5,6.0,18.0,1,0,0,0,1,0,1,0,0,0,0,0,1
80000,21.5,1248,88.8,5,4,3.5,14.0,1,0,0,0,1,0,0,0,1,0,0,1,0
38092,20.77,1248,88.8,7,5,5.2,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
68439,23.0,1396,90.0,5,4,3.37,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
82000,14.02,2179,118.3,7,5,4.85,10.0,1,0,0,0,1,0,0,1,0,0,0,1,0
30000,17.9,2143,136.0,5,4,26.0,11.0,1,0,0,0,0,1,1,0,0,0,0,0,1
36216,19.1,1197,81.86,5,4,5.44,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
53000,17.71,1197,78.9,5,4,3.9,11.0,0,1,0,0,1,0,1,0,0,0,0,0,1
19254,14.69,2993,258.0,5,4,47.7,9.0,1,0,0,0,0,1,1,0,0,0,0,1,0
33690,14.28,1798,138.03,5,4,14.6,9.0,0,1,0,0,1,0,1,0,0,0,0,1,0
70000,11.0,2987,198.5,5,4,11.0,18.0,1,0,0,0,0,1,1,0,0,0,1,0,0
74911,20.45,1461,83.8,5,4,6.0,12.0,1,0,0,0,1,0,1,0,0,0,0,0,1
24782,20.85,1197,83.14,5,4,6.21,10.0,0,1,0,0,1,0,1,0,0,0,1,0,0
56087,22.69,1995,190.0,5,4,20.75,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
33000,15.0,1598,103.52,5,4,5.6,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
30000,20.0,1399,68.0,5,4,3.2,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
27000,22.54,1396,88.73,5,4,6.95,8.0,1,0,0,0,1,0,1,0,0,0,1,0,0
73278,21.1,1248,73.9,5,4,5.05,12.0,1,0,0,0,1,0,1,0,0,0,0,0,1
63714,24.7,796,47.3,5,4,2.45,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
69000,12.55,2982,169.0,7,5,14.45,12.0,1,0,0,0,1,0,1,0,0,0,0,1,0
110000,14.24,2755,174.5,7,5,13.7,15.0,1,0,0,0,1,0,1,0,0,0,0,1,0
38277,21.9,1396,90.0,5,4,2.4,14.0,1,0,0,0,1,0,1,0,0,0,0,0,1
49024,18.4,1198,86.8,5,4,2.3,13.0,0,1,0,0,1,0,1,0,0,0,1,0,0
35569,17.0,1198,73.75,5,4,7.27,7.0,0,1,0,0,1,0,1,0,0,0,0,1,0
58816,17.21,1493,100.0,7,5,3.45,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
64500,21.9,1396,88.8,5,4,3.65,12.0,1,0,0,0,1,0,1,0,0,0,0,0,1
115800,10.1,2354,152.0,5,4,3.8,18.0,0,1,0,0,0,1,0,0,1,0,1,0,0
93000,10.5,2835,107.2,6,5,5.45,17.0,1,0,0,0,1,0,0,0,1,0,0,0,1
89000,19.34,1198,76.0,5,4,2.8,12.0,0,1,0,0,0,1,0,1,0,0,0,1,0
135000,24.4,1120,71.0,5,4,4.2,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
46728,15.6,1497,116.3,5,4,6.15,11.0,0,1,0,0,0,1,1,0,0,0,0,1,0
80000,11.3,1794,125.0,5,4,2.8,17.0,0,1,0,0,0,1,1,0,0,0,0,0,1
63000,13.4,1997,135.1,5,4,4.75,14.0,0,1,0,0,0,1,1,0,0,0,1,0,0
36000,17.6,1496,88.7,5,4,3.2,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1
25000,16.02,1373,93.7,7,5,5.35,13.0,0,1,0,0,1,0,1,0,0,0,0,0,1
84000,15.73,1968,174.33,5,4,17.75,12.0,1,0,0,0,0,1,1,0,0,0,1,0,0
27000,17.9,2143,136.0,5,4,23.0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
44178,18.9,1197,82.0,5,4,5.88,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
45000,17.32,1968,184.0,5,4,27.0,9.0,1,0,0,0,0,1,1,0,0,0,0,1,0
35000,24.07,998,67.1,5,4,3.0,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
59000,22.7,1498,89.84,5,4,6.5,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
55000,25.1,1498,98.6,5,4,5.99,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
64290,23.2,1248,73.94,5,4,3.65,13.0,1,0,0,0,1,0,1,0,0,0,0,1,0
33000,19.4,1198,86.8,5,4,3.24,12.0,0,1,0,0,1,0,1,0,0,0,0,0,1
7000,18.12,1995,190.0,5,4,46.0,7.0,1,0,0,0,0,1,1,0,0,0,1,0,0
18000,13.7,1399,98.82,7,5,3.35,11.0,0,1,0,0,1,0,1,0,0,0,1,0,0
96000,17.88,1396,52.8,5,4,0.91,14.0,1,0,0,0,1,0,0,1,0,0,0,0,1
27000,14.28,1798,138.03,5,4,7.95,11.0,0,1,0,0,1,0,1,0,0,0,0,0,1
21400,15.6,1196,70.0,5,4,4.0,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
152633,12.9,1799,130.0,5,4,3.0,17.0,0,1,0,0,0,1,1,0,0,0,0,0,1
77849,10.9,2497,215.0,5,4,11.27,15.0,0,1,0,0,0,1,0,1,0,0,1,0,0
19000,21.5,1498,108.5,5,4,10.0,9.0,1,0,0,0,0,1,1,0,0,0,0,1,0
129000,13.8,1299,70.0,5,4,1.5,21.0,0,1,0,0,1,0,0,0,1,0,0,0,1
100000,17.57,1193,88.7,5,4,4.25,8.0,0,1,0,0,1,0,1,0,0,0,0,0,1
25121,13.68,2393,147.8,7,4,17.11,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
13000,17.01,1582,126.2,5,4,14.5,8.0,1,0,0,0,0,1,1,0,0,0,0,0,1
54000,14.53,1794,138.1,5,4,7.5,13.0,0,1,0,0,0,1,1,0,0,0,0,1,0
78000,17.8,1399,68.0,5,4,2.8,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
24569,16.0,1997,140.0,7,5,13.5,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
70010,20.54,1598,103.6,5,4,5.25,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
67000,23.0,1396,90.0,5,4,4.5,13.0,1,0,0,0,1,0,1,0,0,0,0,1,0
30000,18.9,1197,82.0,5,4,4.9,11.0,0,1,0,0,1,0,0,1,0,0,0,0,1
17800,21.9,624,37.48,4,4,2.38,9.0,0,1,0,0,0,1,0,1,0,0,0,0,1
17151,27.3,1498,98.6,5,4,8.4,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0
10770,18.9,1197,82.0,5,4,4.75,9.0,0,1,0,0,1,0,1,0,0,0,0,1,0
32000,17.8,1497,117.3,5,4,5.5,10.0,0,1,0,0,1,0,1,0,0,0,0,0,1
97000,17.67,1968,138.08,5,4,6.0,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
28843,17.01,1499,110.5,5,4,5.49,10.0,0,1,0,0,0,1,1,0,0,0,1,0,0
36000,15.0,2147,107.3,5,4,16.25,11.0,1,0,0,0,0,1,1,0,0,0,1,0,0
15456,20.68,1995,190.0,5,4,36.64,6.0,1,0,0,0,0,1,1,0,0,0,0,1,0
100000,13.0,1343,90.0,5,4,3.5,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1
36255,19.59,1995,184.0,5,4,33.0,10.0,1,0,0,0,0,1,1,0,0,0,1,0,0
95150,17.3,993,60.0,5,4,0.53,27.0,0,1,0,0,1,0,0,0,1,0,1,0,0
20000,13.24,1598,102.57,5,4,6.0,12.0,0,1,0,0,1,0,1,0,0,0,0,0,1
79894,21.1,1248,73.9,5,4,3.4,15.0,1,0,0,0,1,0,1,0,0,0,0,0,1
69000,16.9,1197,81.86,5,4,5.25,11.0,0,1,0,0,0,1,1,0,0,0,0,0,1
33415,16.78,1496,88.73,5,4,6.58,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
34630,21.4,1197,83.1,5,4,7.29,7.0,0,1,0,0,0,1,1,0,0,0,1,0,0
55116,19.4,1198,86.8,5,4,3.31,12.0,0,1,0,0,1,0,1,0,0,0,0,0,1
70000,16.8,1493,110.0,5,4,5.1,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
100000,11.5,2982,171.0,7,5,13.0,15.0,1,0,0,0,1,0,1,0,0,0,0,0,1
41493,13.0,2987,265.0,5,4,42.0,10.0,1,0,0,0,0,1,1,0,0,0,1,0,0
64000,18.2,1248,73.8,7,5,4.85,12.0,1,0,0,0,1,0,0,1,0,0,0,0,1
77000,26.6,998,58.16,5,4,3.3,9.0,0,0,1,0,1,0,1,0,0,0,0,1,0
57738,24.0,1120,70.0,5,4,5.04,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
144471,12.8,2494,102.0,8,5,7.8,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
41000,14.4,1598,103.6,5,4,5.25,12.0,0,1,0,0,0,1,1,0,0,0,0,0,1
67668,23.08,1461,63.12,5,4,3.1,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
79000,13.4,1794,125.0,5,4,1.67,19.0,0,1,0,0,1,0,0,1,0,0,0,0,1
37000,13.6,1598,181.0,4,4,17.0,13.0,0,1,0,0,0,1,0,1,0,0,0,0,1
50000,19.3,1968,141.0,5,4,11.69,10.0,1,0,0,0,0,1,1,0,0,0,1,0,0
21603,13.0,2987,265.0,5,4,70.15,7.0,1,0,0,0,0,1,1,0,0,0,0,1,0
85000,20.0,1968,108.5,5,4,3.65,14.0,1,0,0,0,1,0,0,1,0,0,1,0,0
74219,21.43,1364,87.2,5,4,10.75,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
67000,22.32,1582,126.32,5,4,3.8,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
46738,19.12,1373,91.1,5,4,6.1,11.0,0,1,0,0,0,1,1,0,0,0,0,0,1
78000,25.0,1396,69.01,5,4,2.3,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
63939,25.47,1248,88.5,7,5,7.75,8.0,1,0,0,0,1,0,1,0,0,0,1,0,0
91211,20.92,998,67.1,5,4,2.1,14.0,0,1,0,0,1,0,1,0,0,0,1,0,0
43874,18.9,998,67.1,5,4,2.45,14.0,0,1,0,0,1,0,1,0,0,0,1,0,0
131765,13.0,2982,168.5,7,5,13.5,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
71000,13.1,2499,141.0,7,5,6.95,14.0,1,0,0,0,1,0,0,0,1,0,1,0,0
53000,23.1,998,67.04,5,4,3.8,11.0,0,1,0,0,0,1,1,0,0,0,0,1,0
63770,19.67,1582,126.2,5,4,13.55,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0
63000,0.0,2987,165.0,5,4,26.0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,1
93000,14.28,1798,138.03,5,4,4.5,15.0,0,1,0,0,1,0,1,0,0,0,0,0,1
145277,15.3,1596,101.0,5,4,1.65,18.0,0,1,0,0,1,0,1,0,0,0,0,0,1
85000,16.55,1968,147.51,5,4,13.95,14.0,1,0,0,0,0,1,1,0,0,0,0,1,0
50000,22.9,1248,74.0,5,4,4.3,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
14857,20.7,1496,113.98,5,4,31.55,6.0,1,0,0,0,0,1,1,0,0,0,0,0,1
55960,11.5,2982,171.0,7,5,17.25,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
85112,23.2,1248,73.94,5,4,3.39,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
32000,23.4,1248,74.0,5,4,4.35,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
22397,11.5,2996,367.0,5,4,70.99,7.0,0,1,0,0,0,1,1,0,0,0,1,0,0
56380,18.49,1493,100.0,7,5,7.57,8.0,1,0,0,0,1,0,1,0,0,0,1,0,0
98000,18.56,1995,190.0,5,4,17.5,12.0,1,0,0,0,0,1,1,0,0,0,1,0,0
41000,28.09,1248,88.5,5,4,9.5,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
26568,21.1,814,55.2,5,4,3.79,10.0,0,1,0,0,1,0,1,0,0,0,0,0,1
48198,17.57,1193,88.7,5,4,4.65,8.0,0,1,0,0,1,0,1,0,0,0,0,1,0
54161,25.47,1248,88.5,7,5,7.64,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
52000,25.8,1498,98.6,5,4,4.1,11.0,1,0,0,0,1,0,0,1,0,0,1,0,0
64000,22.9,1248,74.0,5,4,6.8,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
62144,26.21,1248,88.5,5,4,5.75,10.0,1,0,0,0,1,0,0,1,0,0,1,0,0
46000,11.8,2987,261.0,7,5,28.0,15.0,1,0,0,0,0,1,1,0,0,0,0,0,1
65000,22.7,1498,89.84,5,4,5.1,12.0,1,0,0,0,1,0,1,0,0,0,1,0,0
50000,17.2,1396,53.5,5,4,0.85,17.0,1,0,0,0,1,0,1,0,0,0,0,1,0
19008,17.0,1197,80.0,5,4,5.25,9.0,0,1,0,0,1,0,1,0,0,0,1,0,0
29512,17.4,1497,117.3,5,4,7.9,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
29634,17.0,1197,80.0,5,4,6.0,10.0,0,1,0,0,1,0,0,1,0,0,0,1,0
95000,20.0,1399,68.0,5,4,2.35,14.0,1,0,0,0,1,0,0,0,1,0,1,0,0
98000,22.9,1248,74.0,5,4,6.1,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
110000,11.0,2993,235.0,5,4,18.0,16.0,1,0,0,0,0,1,1,0,0,0,0,0,1
46000,14.28,1798,138.03,5,4,6.95,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
45000,21.1,814,55.2,5,4,2.5,13.0,0,1,0,0,1,0,1,0,0,0,0,0,1
68000,17.0,1497,118.0,5,4,3.6,14.0,0,1,0,0,1,0,1,0,0,0,0,1,0
50000,19.27,2143,167.62,5,4,30.0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
64005,17.71,1197,78.9,5,4,4.57,10.0,0,1,0,0,1,0,1,0,0,0,0,0,1
51000,19.08,1582,126.32,5,4,5.64,12.0,1,0,0,0,0,1,1,0,0,0,0,1,0
35082,20.36,1197,78.9,5,4,2.21,14.0,0,1,0,0,1,0,1,0,0,0,0,1,0
